unique_transaction_id,transaction_status,obligatedamount,baseandexercisedoptionsvalue,baseandalloptionsvalue,maj_agency_cat,mod_agency,maj_fund_agency_cat,contractingofficeagencyid,contractingofficeid,fundingrequestingagencyid,fundingrequestingofficeid,fundedbyforeignentity,signeddate,effectivedate,currentcompletiondate,ultimatecompletiondate,lastdatetoorder,contractactiontype,reasonformodification,typeofcontractpricing,priceevaluationpercentdifference,subcontractplan,lettercontract,multiyearcontract,performancebasedservicecontract,majorprogramcode,contingencyhumanitarianpeacekeepingoperation,contractfinancing,costorpricingdata,costaccountingstandardsclause,descriptionofcontractrequirement,purchasecardaspaymentmethod,numberofactions,nationalinterestactioncode,progsourceagency,progsourceaccount,progsourcesubacct,account_title,rec_flag,typeofidc,multipleorsingleawardidc,programacronym,vendorname,vendoralternatename,vendorlegalorganizationname,vendordoingasbusinessname,divisionname,divisionnumberorofficecode,vendorenabled,vendorlocationdisableflag,ccrexception,streetaddress,streetaddress2,streetaddress3,city,state,zipcode,vendorcountrycode,vendor_state_code,vendor_cd,congressionaldistrict,vendorsitecode,vendoralternatesitecode,dunsnumber,parentdunsnumber,phoneno,faxno,registrationdate,renewaldate,mod_parent,locationcode,statecode,PlaceofPerformanceCity,pop_state_code,placeofperformancecountrycode,placeofperformancezipcode,pop_cd,placeofperformancecongressionaldistrict,psc_cat,productorservicecode,systemequipmentcode,claimantprogramcode,principalnaicscode,informationtechnologycommercialitemcategory,gfe_gfp,useofepadesignatedproducts,recoveredmaterialclauses,seatransportation,contractbundling,consolidatedcontract,countryoforigin,placeofmanufacture,manufacturingorganizationtype,agencyid,piid,modnumber,transactionnumber,fiscal_year,idvagencyid,idvpiid,idvmodificationnumber,solicitationid,extentcompeted,reasonnotcompeted,numberofoffersreceived,commercialitemacquisitionprocedures,commercialitemtestprogram,smallbusinesscompetitivenessdemonstrationprogram,a76action,competitiveprocedures,solicitationprocedures,typeofsetaside,localareasetaside,evaluatedpreference,fedbizopps,research,statutoryexceptiontofairopportunity,organizationaltype,numberofemployees,annualrevenue,firm8aflag,hubzoneflag,sdbflag,issbacertifiedsmalldisadvantagedbusiness,shelteredworkshopflag,hbcuflag,educationalinstitutionflag,womenownedflag,veteranownedflag,srdvobflag,localgovernmentflag,minorityinstitutionflag,aiobflag,stategovernmentflag,federalgovernmentflag,minorityownedbusinessflag,apaobflag,tribalgovernmentflag,baobflag,naobflag,saaobflag,nonprofitorganizationflag,isothernotforprofitorganization,isforprofitorganization,isfoundation,haobflag,ishispanicservicinginstitution,emergingsmallbusinessflag,hospitalflag,contractingofficerbusinesssizedetermination,is1862landgrantcollege,is1890landgrantcollege,is1994landgrantcollege,isveterinarycollege,isveterinaryhospital,isprivateuniversityorcollege,isschoolofforestry,isstatecontrolledinstitutionofhigherlearning,isserviceprovider,receivescontracts,receivesgrants,receivescontractsandgrants,isairportauthority,iscouncilofgovernments,ishousingauthoritiespublicortribal,isinterstateentity,isplanningcommission,isportauthority,istransitauthority,issubchapterscorporation,islimitedliabilitycorporation,isforeignownedandlocated,isarchitectureandengineering,isdotcertifieddisadvantagedbusinessenterprise,iscitylocalgovernment,iscommunitydevelopedcorporationownedfirm,iscommunitydevelopmentcorporation,isconstructionfirm,ismanufacturerofgoods,iscorporateentitynottaxexempt,iscountylocalgovernment,isdomesticshelter,isfederalgovernmentagency,isfederallyfundedresearchanddevelopmentcorp,isforeigngovernment,isindiantribe,isintermunicipallocalgovernment,isinternationalorganization,islaborsurplusareafirm,islocalgovernmentowned,ismunicipalitylocalgovernment,isnativehawaiianownedorganizationorfirm,isotherbusinessororganization,isotherminorityowned,ispartnershiporlimitedliabilitypartnership,isschooldistrictlocalgovernment,issmallagriculturalcooperative,issoleproprietorship,istownshiplocalgovernment,istriballyownedfirm,istribalcollege,isalaskannativeownedcorporationorfirm,iscorporateentitytaxexempt,iswomenownedsmallbusiness,isecondisadvwomenownedsmallbusiness,isjointventurewomenownedsmallbusiness,isjointventureecondisadvwomenownedsmallbusiness,walshhealyact,servicecontractact,davisbaconact,clingercohenact,otherstatutoryauthority,prime_awardee_executive1,prime_awardee_executive1_compensation,prime_awardee_executive2,prime_awardee_executive2_compensation,prime_awardee_executive3,prime_awardee_executive3_compensation,prime_awardee_executive4,prime_awardee_executive4_compensation,prime_awardee_executive5,prime_awardee_executive5_compensation,interagencycontractingauthority,last_modified_date
511cdc0ec85ccdc810a709bf33c08924,active,340000.00,340000.00,340000.00,6800: ENVIRONMENTAL PROTECTION AGENCY,6800: ENVIRONMENTAL PROTECTION AGENCY,: ,6800: ENVIRONMENTAL PROTECTION AGENCY,R6CO00: REGION 6 CONTRACTING OFFICE,: ,: ,Not Applicable,06/26/2008,06/26/2008,06/21/2011,06/21/2011,,DO Delivery Order,C: FUNDING ONLY ACTION,Y: Time and Materials,,: ,X,N: No,N: NO - SERVICE WHERE PBA IS NOT USED.,,: ,: ,: ,X,CEPPO SUPPORT ACTIVITIES,N: No,1,NONE: NONE,,,,,,,: ,,WESTON SOLUTIONS INCORPORATED,,WESTON SOLUTIONS INCORPORATED,,,,,,,1400 WESTON WAY,,,WEST CHESTER,PA,193801469,UNITED STATES,PA,PA06,PA06,0445194290000PR,193801469,044519429,118341234,,,03/15/2002,02/02/2007,WESTON SOLUTIONS HOLDINGS INC,19000,TX: TEXAS,DALLAS,TX: TEXAS,USA: UNITED STATES,752022733,TX30,TX30,F,F108: HARZ REMV/CLEAN-UP/DISP/OP,: ,: ,562910: REMEDIATION SERVICES,: ,N: Transaction does not use GFE/GFP,A: MEETS REQUIREMENTS,: ,: ,D: NOT A BUNDLED REQUIREMENT,N: No,USA,: ,: ,6800: ENVIRONMENTAL PROTECTION AGENCY,EP0016,6,0,2008,6800,EPW06042,0,,: ,: ,1,D: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,Y,,,,1910,410960000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,11/02/2010
607f65aa59183879ba208f2a798dc89b,active,1184.48,1184.48,1184.48,"3600: VETERANS AFFAIRS, DEPARTMENT OF","3600: VETERANS AFFAIRS, DEPARTMENT OF",: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00255S: 255S-NETWORK CONTRACT OFFICE 15 SMALL PURCHASE,: ,: ,Not Applicable,06/16/2008,06/16/2008,06/26/2008,06/26/2008,,PO Purchase Order,: ,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,: ,: ,: ,X,CURLIN IV SETS 340-4130,Y: Yes,1,NONE: NONE,,,,,,,: ,,B. BRAUN MEDICAL INC.,,,,,,,,,824 12TH AVE,,,BETHLEHEM,PA,180183524,UNITED STATES,PA,PA15,PA15,002397347,180183524,002397347,315016972,,,03/06/2002,05/02/2009,B. BRAUN MELSUNGEN AG,38000,MO: MISSOURI,KANSAS CITY,MO: MISSOURI,USA: UNITED STATES,641282295,MO05,MO05,99,9999: MISCELLANEOUS ITEMS,: ,: ,: ,: ,N: Transaction does not use GFE/GFP,: ,: ,: ,: ,N: No,USA,: ,: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",V5898P4660,0,0,2008,,,,,G: NOT COMPETED UNDER SAP,: ,1,D: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,X,,,CORPORATE NOT TAX EXEMPT,5000,700000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,06/16/2008
ed1b0f21fa7901ccc4a0d85d4476deb6,active,-2482.00,-2482.00,-2482.00,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,SP4400: DLA DISPOSITION SERVICES,97AS: DEFENSE LOGISTICS AGENCY,SP4400: DLA DISPOSITION SERVICES,Not Applicable,06/24/2008,06/24/2008,06/26/2008,06/26/2008,,DO Delivery Order,B: SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,J: Firm Fixed Price,0,B: PLAN NOT REQUIRED ,X,N: No,Y: YES - SERVICE WHERE PBA IS USED.,,: ,Z: NOT APPLICABLE,N: No,X,DISPOSAL OF HAZARDOUS WASTE,N: No,1,NONE: NONE,,,,,,,: ,,GENERAL ENVIRONMENTAL MANAGEMENT INCORPORATED,,,,,,,,,"3191 TEMPLE AVENUE, SUITE 250",,,POMONA,CA,917683246,UNITED STATES,CA,CA38,CA38,7858337570000PR,,785833757,070377457,,,06/04/2001,04/01/2005,General Environmental Management  Inc.,09346,CA: CALIFORNIA,IMPERIAL BEACH,CA: CALIFORNIA,USA: UNITED STATES,919330337,CA53,CA53,S,S222: WASTE TREATMENT AND STORAGE,000: NONE,S1: SERVICES,562211: HAZARDOUS WASTE TREATMENT AND DISPOSAL,Z: NOT IT PRODUCTS OR SERVICES,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U: UNKNOWN,D: NOT A BUNDLED REQUIREMENT,N: No,USA,C: NOT A MANUFACTURED END PRODUCT,: ,9700: DEPT OF DEFENSE,0448,1,0,2008,9700,SP440006D0009,0,,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,: ,10,D: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,SBA: SMALL BUSINESS SET ASIDE - TOTAL,,NONE: NO PREFERENCE USED,X,,,,110,16000000,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,Y: Yes,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,04/01/2009
d1fe4fc673a7ecf5b65faa26067322ab,active,4008.53,4008.53,212452.22,4700: GENERAL SERVICES ADMINISTRATION,4740: PUBLIC BUILDINGS SERVICE,: ,4740: PUBLIC BUILDINGS SERVICE,EU000: REAL ESTATE DIVISION,: ,: ,Not Applicable,04/01/2008,04/01/2008,09/30/2008,09/30/2008,,DO Delivery Order,: ,K: Fixed Price with Economic Price Adjustment,,: ,X,N: No,N: NO - SERVICE WHERE PBA IS NOT USED.,NONE,: ,: ,: ,X,LEASE,N: No,1,NONE: NONE,,,,,,,: ,,GFA REALTY SERVICE INC,,,,,,,,,3370 CAPITAL CR NE STE C3,,,TALLAHASSEE,FL,323083747,UNITED STATES,FL,FL02,FL02,087512950,323083747,087512950,087512950,8503854903,8503865008,11/30/2004,12/16/2009,GFA REALTY SERVICE INC,70600,FL: FLORIDA,TALLAHASSEE,FL: FLORIDA,USA: UNITED STATES,323083710,FL02,FL02,X,X111: LEASE/RENTAL OF OFFICE BUILDINGS,: ,: ,: ,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,: ,: ,D: NOT A BUNDLED REQUIREMENT,N: No,USA,: ,: ,4740: PUBLIC BUILDINGS SERVICE,GS04B2910408182,0,0,2008,4740,GS04B29104,3,,C: NOT COMPETED,PI: PUBLIC INTEREST ,1,D: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,Y,,,OTHER,3,285000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,05/22/2009
5b45c52ece507421756735e628f25809,active,703.55,703.55,703.55,"3600: VETERANS AFFAIRS, DEPARTMENT OF","3600: VETERANS AFFAIRS, DEPARTMENT OF",: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00580S: 580S-HOUSTON SMALL PURCHASE,: ,: ,Not Applicable,05/08/2008,05/08/2008,05/18/2008,05/18/2008,,PO Purchase Order,: ,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,: ,: ,: ,X,"EYEWEAR,PROTECTIVE,",Y: Yes,1,NONE: NONE,,,,,,,: ,,"LAB SAFETY SUPPLY, INC.",,,,,,,,,401 S WRIGHT RD,,,JANESVILLE,WI,535468729,UNITED STATES,WI,WI01,WI01,042851410,535468729,042851410,005103494,,,11/28/2001,02/04/2009,W. W. Grainger  Inc.,35000,TX: TEXAS,HOUSTON,TX: TEXAS,USA: UNITED STATES,770304298,TX09,TX09,42,4240: SAFETY AND RESCUE EQUIPMENT,: ,: ,: ,: ,N: Transaction does not use GFE/GFP,: ,: ,: ,: ,N: No,USA,: ,: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",V580P8P827,0,0,2008,,,,,G: NOT COMPETED UNDER SAP,: ,1,D: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,X,,,CORPORATE NOT TAX EXEMPT,1000,400000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,05/09/2008
ef1c44c1070c238bfa20f3cc6b3a163b,active,399.36,399.36,399.36,"3600: VETERANS AFFAIRS, DEPARTMENT OF","3600: VETERANS AFFAIRS, DEPARTMENT OF",: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00541S: 541S-BRECKSVILLE,: ,: ,Not Applicable,05/14/2008,05/14/2008,05/14/2008,05/14/2008,,PO Purchase Order,: ,J: Firm Fixed Price,0,: ,X,N: No,X: NOT APPLICABLE,,: ,: ,: ,X,SPILL SKID PLATFORM (LAUNDRY),Y: Yes,1,NONE: NONE,,,,,,,: ,,"LAB SAFETY SUPPLY, INC.",,,,,,,,,401 S WRIGHT RD,,,JANESVILLE,WI,535468729,UNITED STATES,WI,WI01,WI01,042851410,535468729,042851410,005103494,,,11/28/2001,02/04/2009,W. W. Grainger  Inc.,08364,OH: OHIO,BRECKSVILLE,OH: OHIO,USA: UNITED STATES,441413204,OH13,OH13,99,9999: MISCELLANEOUS ITEMS,: ,: ,: ,: ,N: Transaction does not use GFE/GFP,: ,: ,: ,: ,N: No,USA,: ,: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",V5418U3909,0,0,2008,,,,,G: NOT COMPETED UNDER SAP,: ,1,D: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,X,,,CORPORATE NOT TAX EXEMPT,1000,400000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,06/04/2008
994a274cfd0770058a54cf3717a35e32,active,443.00,443.00,443.00,"3600: VETERANS AFFAIRS, DEPARTMENT OF","3600: VETERANS AFFAIRS, DEPARTMENT OF",: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00512S: 512S-BALTIMORE SMALL PURHCASE,: ,: ,Not Applicable,06/20/2008,06/20/2008,07/01/2008,07/01/2008,,PO Purchase Order,: ,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,: ,: ,: ,X,"KIT,JACKSON SPINAL TABLE,PATIENT CARE",Y: Yes,1,NONE: NONE,,,,,,,: ,,"POSITEX, INC.",ORTHOPEDIC PHYSICAL THERAPY PRODUCTS,"POSITEX, INC.",,,,,,,3800 ANNAPOLIS LN N STE 165,,,MINNEAPOLIS,MN,554475435,UNITED STATES,MN,MN03,MN03,106709892,554475435,106709892,106709892,,,02/11/2002,12/12/2008,POSITEX  INC.,04000,MD: MARYLAND,BALTIMORE,MD: MARYLAND,USA: UNITED STATES,212011524,MD07,MD07,65,"6515: MED & SURGICAL INSTRUMENTS,EQ & SUP",: ,: ,: ,: ,N: Transaction does not use GFE/GFP,: ,: ,: ,: ,N: No,USA,: ,: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",V5128U0914,0,0,2008,,,,,G: NOT COMPETED UNDER SAP,: ,1,D: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,X,,,CORPORATE NOT TAX EXEMPT,19,6000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,06/20/2008
eb283a48442e707f1eb9260a7e062dc5,active,32.13,32.13,32.13,"3600: VETERANS AFFAIRS, DEPARTMENT OF","3600: VETERANS AFFAIRS, DEPARTMENT OF",: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00648S: 648S-PORTLAND SMALL PURCHASE,: ,: ,Not Applicable,04/15/2008,04/15/2008,04/25/2008,04/25/2008,,PO Purchase Order,: ,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,: ,: ,: ,X,"PROTECTOR, SLEEVE",Y: Yes,1,NONE: NONE,,,,,,,: ,,"LAB SAFETY SUPPLY, INC.",,,,,,,,,401 S WRIGHT RD,,,JANESVILLE,WI,535468729,UNITED STATES,WI,WI01,WI01,042851410,535468729,042851410,005103494,,,11/28/2001,02/04/2009,W. W. Grainger  Inc.,59000,OR: OREGON,PORTLAND,OR: OREGON,USA: UNITED STATES,972392964,OR01,OR01,65,"6515: MED & SURGICAL INSTRUMENTS,EQ & SUP",: ,: ,: ,: ,N: Transaction does not use GFE/GFP,: ,: ,: ,: ,N: No,USA,: ,: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",V648R87848,0,0,2008,,,,,G: NOT COMPETED UNDER SAP,: ,1,D: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,X,,,CORPORATE NOT TAX EXEMPT,1000,400000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,04/15/2008
91c32febb0a2014def0aef2c66504064,active,1.00,1.00,1.00,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,W56HZV: W4GG HQ US ARMY TACOM,2100: DEPT OF THE ARMY,W56HZV: W4GG HQ US ARMY TACOM,Not Applicable,04/04/2008,04/04/2008,04/21/2008,04/21/2008,,PO Purchase Order,: ,J: Firm Fixed Price,0,: ,X,N: No,X: NOT APPLICABLE,,: ,Z: NOT APPLICABLE,: ,X,NOT REQUIRED,N: No,1,NONE: NONE,,,,,,,: ,,PLATT MOUNTS - USA INC,,,,,,,,,7 BYANT ST,,,STAFFORD,VA,225566213,UNITED STATES,VA,VA01,VA01,608974510,225566213,608974510,608974510,,,05/02/2006,05/10/2008,PLATT MOUNTS - USA  INC.,74912,VA: VIRGINIA,STAFFORD,VA: VIRGINIA,USA: UNITED STATES,225566213,VA01,VA01,25,2590: MISCELLANEOUS VEHICULAR COMPONENTS,769: LAV (NAVY) ,A4A: COMBAT VEHICLES,332116: METAL STAMPING,Z: NOT IT PRODUCTS OR SERVICES,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,N: NO,: ,N: No,USA,D: MFG IN U.S.,: ,9700: DEPT OF DEFENSE,W56HZV08P0752,0,1,2008,,,,,C: NOT COMPETED,UNQ: UNIQUE SOURCE ,0,D: ,N: No,N: NO,No,,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,X,,,CORPORATE NOT TAX EXEMPT,1,100000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,04/04/2008
1654716f4062dfb8e1c2646aa869d4c5,active,35.36,35.36,35.36,"3600: VETERANS AFFAIRS, DEPARTMENT OF","3600: VETERANS AFFAIRS, DEPARTMENT OF",: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00656S: 656S-ST CLOUD SMALL PURCHASE,: ,: ,Not Applicable,04/01/2008,04/01/2008,04/11/2008,04/11/2008,,PO Purchase Order,: ,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,: ,: ,: ,X,"FIRST AID KIT, ANSI COMPLIANT, 16 PIECE KIT",Y: Yes,1,NONE: NONE,,,,,,,: ,,"LAB SAFETY SUPPLY, INC.",,,,,,,,,401 S WRIGHT RD,,,JANESVILLE,WI,535468729,UNITED STATES,WI,WI01,WI01,042851410,535468729,042851410,005103494,,,11/28/2001,02/04/2009,W. W. Grainger  Inc.,56896,MN: MINNESOTA,SAINT CLOUD,MN: MINNESOTA,USA: UNITED STATES,563032015,MN06,MN06,99,9999: MISCELLANEOUS ITEMS,: ,: ,: ,: ,N: Transaction does not use GFE/GFP,: ,: ,: ,: ,N: No,USA,: ,: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",V656P87797,0,0,2008,,,,,G: NOT COMPETED UNDER SAP,: ,1,D: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,X,,,CORPORATE NOT TAX EXEMPT,1000,400000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,04/01/2008
3f3618cacea01a4b641364fea364c06d,active,295.40,295.40,295.40,"3600: VETERANS AFFAIRS, DEPARTMENT OF","3600: VETERANS AFFAIRS, DEPARTMENT OF",: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00437S: 437S-FARGO VA MEDICAL CENTER SMALL PURCHASE,: ,: ,Not Applicable,05/20/2008,05/20/2008,05/30/2008,05/30/2008,,DO Delivery Order,: ,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,: ,: ,: ,X,"SYSTEM,PHARMACY FLUID DISPENSING,PHARM-AIDE,10 CC",Y: Yes,1,NONE: NONE,,,,,,,: ,,B BRAUN MEDICAL INCORPORATED,B BRAUN MC GAW,B BRAUN MEDICAL INCORPORATED,BBRAUN MEDICAL INCORPORATED,,,,,,824 12TH AVE,,,BETHLEHEM,PA,180188352,UNITED STATES,PA,PA00,PA00,0023973470000PR,180188352,002397347,315016972,,,,02/08/2006,B. BRAUN MELSUNGEN AG,25700,ND: NORTH DAKOTA,FARGO,ND: NORTH DAKOTA,USA: UNITED STATES,581022417,ND00,ND00,65,"6515: MED & SURGICAL INSTRUMENTS,EQ & SUP",: ,: ,325412: PHARMACEUTICAL PREPARATION MANUFACTURING,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,: ,: ,D: NOT A BUNDLED REQUIREMENT,N: No,,: ,: ,"3600: VETERANS AFFAIRS, DEPARTMENT OF",V437P81085,0,0,2008,3600,V797P5365X,0,,: ,: ,2,D: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,X,,,,5000,3500000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,05/20/2008
